ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Terrasse_aménagée,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_garage,Jardin,Surface_du_jardin,Surface_totale_du_terrain,Meublé,Panneaux_solaires,Chauffage_au_sol,Air_conditionné,Parlophone,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Surface_constructible,Largeur_du_terrain_à_rue,Piscine_extérieure,Bien_actuellement_loué,Disponibilité_du_bien,Surface_du_séjour,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_toilettes,Nombre_de_façades,Surface_de_la_terrasse,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Profondeur_du_terrain,Pompe_à_chaleur,Surface_de_la_véranda,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Raccordé_aux_égouts,Attestation__Asbuilt,Conso_annuelle_totale_dénergie_primaire,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,HammamSaunaJacuzzi,Alarme_antieffraction,Balcon,Appartement_de_service,Surface_du_bureau,Surface_de_la_cuisine,Nombre_de_douches,Emission_de_CO2,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Niveau_K,Citerne_à_eau_de_pluie,Feu_ouvert,Orientation_de_la_terrasse,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt48229,RBT48229,Maison à vendre,425000,Fabriekstraat 118,9120 Kallo,Normal,2014,3,186 m²,Non,Non,Non,Oui,,1,,,,Non,,,Oui,117 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,220 m²,,Non,,,,,Est,7 m,,2,,,,Non,A l’acte,35 m²,Non,Non,Non,Non,,2,3,20 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt47928,RBT47928,Maison à vendre,319000,Bijlstraat 173,9120 Beveren,Normal,,3,113 m²,Non,Non,Non,Oui,1,1,7 m²,Gaz,Double vitrage,Non,Non,,,321 kWh/m²/an,20250603-0003611689-RES-1,03/06/2035,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,79 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt46922,RBT46922,Appartement à vendre,175000,Ciamberlanidreef 78 12,9120 Beveren,Normal,1976,2,94 m²,Non,Non,Non,,,1,,Electrique,,Oui,,2,Oui,251 kWh/m²/an,3498691-RES-1,08/01/2035,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,,,,,,,4,,,,,Non,Immédiatement,,Non,Non,Non,Non,,1,2,,Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt46842,RBT46842,Maison à vendre,499000,Sint-Ignatiusstraat 56,9120 Kallo,Normal,2008,4,,Non,Oui,Non,Oui,,2,,Gaz,,,,,Oui,63 kWh/m²/an,20250522-0002930267-RES-2,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,341 m²,,Oui,,,,,,,3,,,,Non,A l’acte,,Non,Non,Non,Non,,2,,,,Non,,,,,,,,,,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/haasdonk/rbt36952,RBT36952,Maison à vendre,335000,Willem Van Doornyckstraat 65,9120 Haasdonk,Normal,,3,236 m²,Non,Non,Non,Oui,1,1,,,,Non,,,Oui,,,,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,75 m²,217 m²,Non,,,,,Sud-ouest,,,,,,,Non,A l’acte,30 m²,Non,Non,Non,Non,Super équipée,3,4,28 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/vrasene/rbt36031,RBT36031,Appartement à vendre,349000,Puchelstraat 2 201,9120 Vrasene,Nouveau,2022,3,115 m²,Non,Non,Non,,,2,,Gaz,,Oui,,2,Oui,56 kWh/m²/an,46003-G-2017/619/EP14805/A001/D01/SD005,30/01/2033,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,Oui,,,,Sud-ouest,,,1,,,,Non,,35 m²,Non,Non,Non,Non,Super équipée,2,,7 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/kallo/rbt35920,RBT35920,Appartement à vendre,345000,Hoog-Kallostraat 56 001,9120 Kallo,Normal,2018,3,110 m²,Non,Non,Non,,,2,5 m²,Electrique,Triple vitrage,Oui,Non,,Oui,,46003-G-2014/698/EP16263/A001/D02/SD003,01/02/2028,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt34938,RBT34938,Appartement à vendre,275000,Moretusstraat 4 6,9120 Beveren,Normal,1989,2,95 m²,Non,Non,Non,Oui,1,1,7 m²,Electrique,Double vitrage,Oui,Non,1,Oui,372 kWh/m²/an,20250425-0003585365-RES-1,25/04/2035,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt34912,RBT34912,Appartement à vendre,235000,Ciamberlanidreef 42 42,9120 Beveren,Normal,1976,2,72 m²,Non,Non,Non,,,1,4 m²,Gaz,Double vitrage,Non,Non,,,267 kWh/m²/an,20221123-0002733230-RES-1,23/11/2022,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt34911,RBT34911,Appartement à vendre,235000,Ciamberlanidreef 42 42,9120 Beveren,Normal,1976,2,72 m²,Non,Non,Non,,,1,4 m²,Gaz,Double vitrage,Non,Non,,,267 kWh/m²/an,20221123-0002733230-RES-1,23/11/2022,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt34887,RBT34887,Appartement à vendre,275000,Gentseweg 512,9120 Beveren,À rénover,1976,3,152 m²,Non,Non,Non,Oui,1,1,7 m²,Mazout,Triple vitrage,Non,Non,,,219 kWh/m²/an,20241126-0003459004-RES-1,26/11/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt29464,RBT29464,Maison à vendre,525000,Emiel Hullebroeckstraat 10,9120 Beveren,Normal,1986,5,212 m²,Non,Oui,Non,Oui,1,1,,,,Non,,,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,329 m²,465 m²,Non,,,,,,,,5,136 m²,,,Non,,56 m²,Non,Non,Non,Non,Super équipée,2,3,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,45 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt29453,RBT29453,Appartement à vendre,349000,Donkvijverstraat 11 2,9120 Beveren,Normal,1978,3,102 m²,,,,,,1,,,,Non,,3,Oui,140 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,,,,,Sud-est,,,,,,,,A l’acte,31 m²,,,,,Super équipée,1,2,5 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt25765,RBT25765,Maison à vendre,439000,Klapperstraat 158,9120 Beveren,Normal,1972,4,227 m²,Non,Non,Non,Oui,1,1,,Gaz,,Non,,,Oui,371 kWh/m²/an,20231031-0003028859-RES-1,31/10/2033,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,Non,,,,,Est,,,,,,,Non,A l’acte,,Non,Non,Non,Non,Super équipée,2,3,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt20973,RBT20973,Maison à vendre,535000,Zandstraat 174A,9120 Beveren,Normal,1983,4,264 m²,Non,Non,Non,Oui,1,1,,,,Non,,,Oui,342 kWh/m²/an,,,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,702 m²,Non,,,,,Sud-ouest,,,3,188 m²,,,Non,A l’acte,43 m²,Non,Non,Non,Non,Super équipée,2,4,55 m²,,Non,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs92801,RBS92801,Appartement à vendre,319000,,9120 Beveren,Excellent,1995,2,101 m²,,,,Oui,1,1,,Gaz,Double vitrage,Oui,,5,Oui,187 kWh/m²/an,20250326-0003562585-RES-1,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Oui,,,5,,,,,,,,,,,,,1,3,,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt15506,RBT15506,Appartement à vendre,270000,Piet Stautstraat 66 002,9120 Beveren,Excellent,2022,2,83 m²,Non,Non,Non,,,2,,Gaz,,Oui,,,Oui,17 kWh/m²/an,46003-G-OMV_2019071845/EP06313/A001/D01/SD005,15/12/2032,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,21 m²,,Non,,,,,,,2,,,,,Non,Immédiatement,,Non,Non,Non,Non,Super équipée,1,2,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/vrasene/rbt08162,RBT08162,Maison à vendre,417000,Smisstraat 33,9120 Vrasene,Nouveau,,4,191 m²,,,,Oui,1,1,,Electrique,,Non,,,Oui,10 kWh/m²/an,,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,54 m²,268 m²,Non,Oui,,,,,,,,,,,,,,,,,,Super équipée,,2,9 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt03433,RBT03433,Maison à vendre,487000,Leurshoek 69 1,9120 Beveren,Normal,,4,219 m²,,,,Oui,1,3,,,,Non,,,Oui,243 kWh/m²/an,,,"oui, attestation conforme",Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,453 m²,Non,,,,,,,,3,,,,,A l’acte,53 m²,,,,,Super équipée,3,3,,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/vrasene/rbs99223,RBS99223,Maison à vendre,449000,Grote Kerkstraat 59,9120 Vrasene,Normal,1969,3,140 m²,,Oui,,Oui,1,1,,,,Non,,,Oui,,,,"oui, attestation conforme",,,,,,Risque moyen,Information non communiquée,,,Oui,,919 m²,Non,,,,,Est,,,3,,,,,,28 m²,,,,,Super équipée,2,4,,,,,,,,95 m,,,,,,,,919 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbs97864,RBS97864,Maison à vendre,260000,Pastoor Steenssensstraat 41,9120 Beveren,À rénover,1939,3,,Oui,Oui,Non,,,1,7 m²,Gaz,Simple vitrage,Non,Non,,Oui,713 kWh/m²/an,20240918-0003373792-KNR-2,16/09/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,216 m²,,,,,,,,,,,,,,A convenir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbs88831,RBS88831,Maison à vendre,399000,,9120 Beveren,Nouveau,2025,4,151 m²,,,,Oui,,1,,,,,,,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,151 m²,,Oui,,,,,,,1,,,,,,,,,,,,2,2,,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Sud-ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87785,RBS87785,Appartement à vendre,301000,Victoriestraat 12,9120 Beveren,Nouveau,,2,95 m²,,,,,,,,,Double vitrage,Oui,,0,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,41 m²,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,,Oui,,,Nord-ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87784,RBS87784,Appartement à vendre,274000,Victoriestraat 12,9120 Beveren,Nouveau,,1,75 m²,,,,Oui,,,,,Double vitrage,Oui,,0,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,22 m²,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,,,,,Sud-ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87782,RBS87782,Appartement à vendre,380000,Victoriestraat 12,9120 Beveren,Nouveau,,3,127 m²,,,,,,,,,Double vitrage,Oui,,1,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,14 m²,Oui,,,Est,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87781,RBS87781,Appartement à vendre,280000,Victoriestraat 12,9120 Beveren,Nouveau,,1,75 m²,,,,,,,,,Double vitrage,Oui,,1,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,11 m²,Oui,,,Sud,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87777,RBS87777,Appartement à vendre,288000,Victoriestraat 12,9120 Beveren,Nouveau,,1,75 m²,,,,,,,,,Double vitrage,Oui,,2,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,11 m²,Oui,,,Sud,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87776,RBS87776,Appartement à vendre,382000,Victoriestraat 12,9120 Beveren,Nouveau,,2,99 m²,,,,,,,,,Double vitrage,Oui,,2,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,19 m²,Oui,,,Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87775,RBS87775,Appartement à vendre,320000,Victoriestraat 12,9120 Beveren,Nouveau,,1,80 m²,,,,,,,,,Double vitrage,Oui,,3,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,22 m²,Oui,,,Sud-est,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/vrasene/rbs62542,RBS62542,Maison à vendre,345000,,9120 Vrasene,Nouveau,,3,,Non,Non,Non,,,1,,,,,,,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,156 m²,,,,,,,,,,,,Non,Non,,,Non,Non,Non,Non,,2,2,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs46575,RBS46575,Appartement à vendre,335000,Prosper Van Raemdonckstraat 101D 002,9120 Beveren,Nouveau,2023,2,81 m²,,,,,,1,,Gaz,,Oui,,0,Oui,,46003-G-DBA_2017037444/EP20575/A004/D01/SD002,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,,,,,Ouest,,,,,,,,A l’acte,35 m²,,,,,,2,,35 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04097,RBF04097,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,1,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,1,2,13 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04095,RBF04095,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,1,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,1,2,13 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbr68938,RBR68938,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,2,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,1,2,13 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs11279,RBS11279,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,2,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,Non,,,Non,Non,Non,Non,,1,2,13 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbr88839,RBR88839,Maison à vendre,,Achterhoek 15,9120 Beveren,À rénover,1875,1,50 m²,Non,Non,Non,,,1,,Mazout,,Non,,,,882 kWh/m²/an,20230802-0002956080-RES-1,02/03/2033,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,194 m²,Non,,,,,,,,,,,,Non,A l’acte,,Non,Non,Non,Non,Semi-équipée,1,2,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rwc37353,RWC37353,Maison à vendre,309500,,9120 Beveren,Remis à neuf,,3,138 m²,Non,Oui,Non,,,1,,Gaz,Double vitrage,Non,,,Oui,296 kWh/m²/an,2588470,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,42 m²,122 m²,,Non,Non,,Oui,,5 m,,,,,Non,Non,A l’acte,36 m²,,,,,Equipée,,2,14 m²,,,,,Oui,Oui,,,,,15 m²,,Oui,,,18 m²,16 m²,15 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbr81026,RBR81026,Appartement à vendre,475000,Prosper Van Raemdonckstraat 37,9120 Beveren,,2021,2,142 m²,Non,Non,Non,Oui,1,2,,Gaz,,Non,Non,3,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,Oui,,Non,,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,2,,34 m²,,Non,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbq14097,RBQ14097,Maison à vendre,445000,Westakkerlaan 5,9120 Beveren,Nouveau,,4,194 m²,,Oui,,,,1,,,,Non,,,Oui,,,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,316 m²,Non,,,,,,,,,,,,,,45 m²,,,,,,2,3,,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
