ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Surface_totale,Garage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Porte_de_garage_motorisée,Station_de_charge_électrique,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Air_conditionné,Parlophone,Alarme_antieffraction,Ascenseur,HammamSaunaJacuzzi,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Surface_des_caves,Véranda,Nombre_de_Garages,Surface_de_lades_salles_de_bain,Accessible_aux_moins_valides,Surface_totale_du_terrain,Référence_PEB,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Bien_actuellement_loué,Disponibilité_du_bien,Meublé,Grenier,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_douches,Nombre_de_toilettes,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Surface_du_séjour,Surface_salle_à_manger,Surface_de_la_cuisine,Largeur_de_la_façade,Surface_constructible,Largeur_du_terrain_à_rue,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_dressing,Type_de_cuisine,Espace_ouvert_sensible_à_leau__WORG,Étage_de_lappartement,Adoucisseur_deau,Porte_daccès_sécurisée,Affectation_urbanistique_la_plus_récente,Maison_basse_énergie,Feu_ouvert,Surface_du_bureau,Surface_du_grenier,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Balcon,Conso_annuelle_totale_dénergie_primaire,Possibilités_pour_profession_libérale,Domotique,Adaptations_pour_les_seniors,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Attestation__Asbuilt,Niveau_E,Niveau_S,Clef_électronique,Panneaux_solaires_thermiques
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt26424,RBT26424,Maison à vendre,625000,Ferdinand Elbersstraat 109,1700 Dilbeek,Excellent,1925,4,13 m²,13 m²,12 m²,180 m²,,Oui,1,,,,Super équipée,2,,Gaz,,,Double vitrage,,,,,,,,Non,,,3,2,Oui,,,Oui,,,Oui,Oui,Oui,,Non,136 kWh/m²/an,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,1,,Non,408 m²,,Non,,Non,,,,Oui,,,,,3,,,29 m²,18 m²,15 m²,,,,,36 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1700/dilbeek/rbt26414,RBT26414,Bungalow à vendre,449000,Kloosterstraat 169,1700 Dilbeek,À rénover,1972,3,23 m²,12 m²,10 m²,190 m²,,Oui,,,,,Semi-équipée,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,4,,Oui,,,Oui,,,Oui,Oui,Oui,Oui,Non,290 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,2,,Non,635 m²,,Oui,,,,Non,Oui,,,,,1,1,,,40 m²,,16 m²,,,,,,,,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/vbc71290,VBC71290,Maison à vendre,399000,Avenue de la Salubrité 16,1700 Dilbeek,À rénover,1930,3,11 m²,14 m²,16 m²,155 m²,,Oui,1,,,,Semi-équipée,2,,Gaz,,,Double vitrage,,,,,,,Oui,Non,,Sud-est,3,2,Oui,65 m²,,,,,Oui,Oui,Oui,,Non,542 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,,Non,200 m²,,,,Non,A l’acte,Non,Oui,Oui,,,,1,3,2,,28 m²,19 m²,10 m²,7 m,,7 m,09/04/2034,,,,Kitchenette,,,,,,,,,,,,72,,55698 kWh/an,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbt25364,RBT25364,Villa à vendre,1050000,Acaciadreef 7,1700 Dilbeek,Normal,2018,4,,,,260 m²,,Oui,,28 m²,,,,1,,Gaz,Oui,,,,,,,,,,Non,,,,,Oui,,,,,,,,,,,139 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,4 m²,Non,1,10 m²,Non,896 m²,20250504-0003583175-RES-1,Non,Non,,,,Oui,,,,,,,,,,,,,,,04/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt24249,RBT24249,Appartement à vendre,399500,Rozenlaan 5 103,1700 Dilbeek,Nouveau,2022,3,16 m²,16 m²,10 m²,115 m²,,Oui,1,,,,Equipée,1,Oui,Air pulsé,,Oui,Double vitrage,,,,,,Oui,,,,,3,,,,,Oui,6 m²,,Oui,,Oui,,,28 kWh/m²/an,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Oui,9 m²,,,6 m²,,,,Non,,,A l’acte,,,,,,,,1,,,40 m²,,,,,,,,,,Américaine,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt21744,RBT21744,Maison à vendre,519000,Renbaanlaan 14,1700 Dilbeek,Normal,1966,3,12 m²,12 m²,11 m²,129 m²,,Oui,1,17 m²,,,Equipée,1,,Gaz,,,Double vitrage,,,,,Oui,,Oui,,,,4,,Oui,,,,,,Oui,Oui,Oui,Oui,,344 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,1,6 m²,,703 m²,,Oui,,Non,A l’acte,Non,Oui,,,Oui,,,1,,,26 m²,,12 m²,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/vbc67738,VBC67738,Maison à vendre,437724,,1700 Dilbeek,Nouveau,,3,,,,126 m²,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,1006 m²,,,,,,,,,,,,,2,,,,,,9 m,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/vbc67532,VBC67532,Villa à vendre,1450000,,1700 Dilbeek,Excellent,,7,22 m²,23 m²,17 m²,450 m²,,Oui,,,,Oui,Super équipée,4,Oui,,,,Double vitrage,,,,,,Oui,Oui,Non,,Sud,4,,Oui,2241 m²,,Oui,50 m²,,Oui,Oui,Oui,Oui,Non,63 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,1,,Non,2241 m²,,,,Non,A l’acte,Non,Oui,,,,,4,,3,,,,,17 m,,17 m,04/03/2035,22 m²,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1700/dilbeek/rwc39177,RWC39177,Maison de maître à vendre,840000,Baron Robert de Vironlaan 5 1,1700 Dilbeek,Normal,1944,4,20 m²,25 m²,16 m²,410 m²,693 m²,Oui,,,,Non,Equipée,2,Non,Gaz,Non,Non,Double vitrage,,Oui,,,Non,Oui,Oui,Non,Non,Nord,3,,Oui,400 m²,Sud,Oui,36 m²,Sud,Oui,Oui,Oui,Oui,Non,249 kWh/m²/an,pas d'application,pas d'application,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,70 m²,Non,,20 m²,Oui,692 m²,20230920-0002993247-RES-1,,Non,Oui,A convenir,,Oui,,,Oui,Oui,,,,,410 m²,,16 m²,13 m,,,,15 m²,,,Américaine,Non,,,Oui,,Non,Oui,40 m²,4 m²,,,,,,Oui,Non,Oui,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/vbc63576,VBC63576,Appartement à vendre,324500,chauss?e de ninove 131,1700 Dilbeek,Excellent,,3,14 m²,10 m²,15 m²,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,Non,192 kWh/m²/an,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,8 m²,,,,,,Non,,,Oui,Non,Non,Oui,Non,,2,2,,40 m²,,,,,,25/03/2033,,,,,,2,,,"Zone, info non disponible",,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1700/dilbeek/rbt04123,RBT04123,Rez-de-chaussée à vendre,200000,,1700 Dilbeek,Normal,1979,1,11 m²,,,58 m²,,,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,3,1,,,,Oui,10 m²,Sud,Oui,Oui,Oui,,,364 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,4 m²,,,,Non,,,A l’acte,Non,,,,,,,1,,,25 m²,,,,,,25/03/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs97958,RBS97958,Maison à vendre,465000,Weggevoerdenlaan 2,1700 Dilbeek,,,3,,,,135 m²,,Oui,,,,,Equipée,1,Oui,,,,Double vitrage,,,,,,,Oui,Non,,,2,,,,,Oui,68 m²,,,,,,,294 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,,Non,227 m²,0003269961,,Non,,A l’acte,,Oui,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs96146,RBS96146,Maison à vendre,399000,Kattebroekstraat 173,1700 Dilbeek,À rénover,1967,2,14 m²,10 m²,,110 m²,,Oui,1,25 m²,,,Equipée,1,,Mazout,,,Double vitrage,,,,,,,,Non,,Nord-est,4,2,Oui,,,Oui,,Sud-ouest,Oui,,Oui,,Non,271 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,24 m²,Oui,1,5 m²,Non,1044 m²,,,,Oui,,Non,Oui,,,,,,1,,,32 m²,,11 m²,8 m,,8 m,07/11/2034,,,,Américaine,Non,,,,,,,,69 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbs94769,RBS94769,Villa à vendre,595000,H. Vergelslaan 26,1700 Dilbeek,Normal,1960,4,28 m²,22 m²,18 m²,211 m²,,Oui,,,,,Equipée,1,,Mazout,,,Double vitrage,,,,,,,Oui,,,,4,1,Oui,487 m²,,Oui,12 m²,,Oui,,Oui,Oui,Non,460 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,56 m²,,1,5 m²,,604 m²,,Non,,,A l’acte,Non,Oui,Oui,,,,,1,,,34 m²,16 m²,9 m²,13 m,,13 m,16/02/2035,13 m²,,,Américaine,Non,,Oui,,,,,,18 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbs78979,RBS78979,Appartement à vendre,225000,Heuvellaan 1 3,1700 Dilbeek,À rénover,1976,2,12 m²,14 m²,,94 m²,,Oui,1,,,,Equipée,1,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,Oui,,Oui,,,502 kWh/m²/an,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,11 m²,,,,,,Non,A l’acte,,,,,,,,1,,,40 m²,,,14 m,,14 m,,,,,Américaine,,3,,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs81723,RBS81723,Maison à vendre,245000,Brusselstraat 615,1700 Dilbeek,À rénover,1956,3,,,,150 m²,,Oui,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,Nord-ouest,,,,,,Oui,,,,,,,,295 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,1,,Non,161 m²,20210916-0002464307-RES-1,Non,Non,,,,Non,,,,,,,2,,,,,,,,16/09/2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1700/dilbeek/rbs79605,RBS79605,Duplex à vendre,225000,Kreupelstraat 2 1,1700 Dilbeek,Normal,2017,1,12 m²,,,53 m²,,Oui,1,,,,Equipée,1,,Gaz,,,,,,,,,Oui,,Oui,,,,,,,,,,,Oui,Oui,Oui,,Non,204 kWh/m²/an,"oui, attestation conforme",,Oui,Non,,,,,Information non communiquée,Information non communiquée,Oui,,,,5 m²,Non,,,Non,,Non,A l’acte,Non,,,,,,,1,,,26 m²,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/vbc45292,VBC45292,Appartement à vendre,195000,,1700 Dilbeek,,,2,,,,64 m²,,,,,,,,1,,Non specifié,,,,,,,,,,,,,,2,,Oui,,,Oui,2 m²,,,,,,,169 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,,,Non,,,Non,Non,Non,Non,Non,,,,,26 m²,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbs71588,RBS71588,Appartement à vendre,825000,Ninoofsesteenweg 220,1700 Dilbeek,Normal,1959,6,,,,478 m²,,,,,,,Equipée,3,,Gaz,,,Double vitrage,,,,,,,,Non,,,,2,,,,Oui,,,Oui,Oui,Oui,,Non,165 kWh/m²/an,"oui, attestation non conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Oui,,Non,Non,,,,,,,3,,,,,7 m,,7 m,,,,,Américaine,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbs71047,RBS71047,Villa à vendre,545000,Kleinekapellaan 78,1700 Dilbeek,Excellent,1997,4,15 m²,11 m²,14 m²,225 m²,,Oui,,15 m²,,,Equipée,1,,Gaz,,,Double vitrage,,,,,,,,,,,,,Oui,,Sud,Oui,10 m²,,,Oui,Oui,,Non,187 kWh/m²/an,"oui, attestation non conforme",,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,1,6 m²,,427 m²,20240909-0003365828-RES-1,,,Non,,,Non,Non,Oui,Oui,Non,,1,,38 m,63 m²,,10 m²,7 m,125 m²,13 m,09/09/2034,13 m²,,6 m²,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,8582,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs67527,RBS67527,Maison à vendre,449000,Robert Dansaertlaan 322,1700 Dilbeek,Normal,1970,3,12 m²,13 m²,12 m²,139 m²,,Oui,,17 m²,,,Equipée,1,,Gaz,,,,,,,,,,,,,,3,,Oui,,,Oui,,,,,,,,228 kWh/m²/an,"oui, attestation conforme",,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,Oui,,10 m²,,620 m²,,,,Non,A l’acte,,Oui,,,,,,1,,,24 m²,,13 m²,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs60366,RBS60366,Maison à vendre,399000,Kaudenaardestraat 101,1700 Dilbeek,Normal,1860,4,13 m²,20 m²,14 m²,190 m²,,,,,,,Semi-équipée,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,3,7,Oui,,,Oui,,Est,Oui,Oui,Oui,Oui,Non,469 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,8 m²,Non,521 m²,,,,Non,A l’acte,Non,Oui,,,,,,1,1,,40 m²,,8 m²,7 m,,7 m,31/03/2033,14 m²,,,Kitchenette,Non,,,,,,,,,,,,,89635 kWh/an,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbs59743,RBS59743,Maison à vendre,475000,Molenstraat 23,1700 Dilbeek,À rénover,1965,3,25 m²,23 m²,10 m²,200 m²,,Oui,2,,,,Semi-équipée,1,,Mazout,,,Double vitrage,,,,,,,,Non,,Est,4,2,Oui,460 m²,,Oui,,Ouest,Oui,,Oui,Oui,Non,534 kWh/m²/an,"oui, attestation non conforme",,Oui,Oui,,,,,Information non communiquée,Information non communiquée,Oui,,,1,,,1026 m²,,Non,,,A l’acte,Non,Oui,Oui,,,,,1,,,23 m²,25 m²,12 m²,9 m,,9 m,28/09/2034,,,,Kitchenette,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/vbc22154,VBC22154,Villa à vendre,490000,Meiboomlaan 9,1700 Dilbeek,Normal,1972,3,15 m²,14 m²,11 m²,286 m²,,Oui,,,,,Super équipée,1,,Mazout,,,Double vitrage,,,,,,,,Non,,,4,,Oui,,,,,,,Oui,Oui,Oui,,345 kWh/m²/an,"oui, attestation non conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,1,,,468 m²,,,,,A l’acte,,Oui,,,,,,2,,,37 m²,,13 m²,,,,16/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/vbc16601,VBC16601,Villa à vendre,870000,,1700 Dilbeek,,,4,,,,300 m²,,Oui,1,,,,,1,,Gaz,,,,,,,,,,,,,Est,4,10,Oui,3000 m²,,Oui,50 m²,,,,,,,143 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,1,,,3039 m²,B 20210609-00002426617-RES-1,,,Non,,,Non,Non,Non,Non,Non,2,,,,,,,,,,,,,,,,,,,,,,,,,,10530,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbs08004,RBS08004,Villa à vendre,824973,Kraaienbroekstraat,1700 Dilbeek,Nouveau,,4,,,,200 m²,,,,,,,,2,,Air pulsé,,Oui,Double vitrage,,,,,,,,,,,4,2,Oui,,,Oui,,Sud-est,Oui,,Oui,Oui,,,"oui, attestation conforme",,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,549 m²,,Oui,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbs08003,RBS08003,Villa à vendre,920710,Kraaienbroekstraat,1700 Dilbeek,Nouveau,,4,,,,275 m²,,Oui,1,,,,,2,,Air pulsé,,Oui,Double vitrage,,,,,,,,,,,4,3,Oui,,,Oui,,Sud-est,Oui,,Oui,Oui,,,"oui, attestation conforme",,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,,Oui,669 m²,,Oui,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbs05582,RBS05582,Appartement à vendre,347500,Voorspoedlaan 6,1700 Dilbeek,,2023,2,,,,85 m²,,Oui,,,,,Equipée,1,Oui,Non specifié,Oui,,,,,,,Non,,Non,Non,,,,,,,,Oui,6 m²,,,,,,,,,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,,Non,,,,Non,,A l’acte,,,,,,,,1,,,,,,,,,,,,,,,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbr64496,RBR64496,Maison à vendre,895000,,1700 Dilbeek,,,,,,,885 m²,,Oui,,,,,,,,Mazout,,,Double vitrage,,,,,Non,,Non,Non,,,4,,Oui,,,Oui,,,,,,,,380 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,2450 m²,1127966,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbp35454,RBP35454,Maison à vendre,555000,Kleine Snikbergstraat 36 D,1700 Dilbeek,Nouveau,,4,9 m²,12 m²,11 m²,158 m²,,,,,,,Super équipée,1,Oui,,Oui,,Double vitrage,,,,,,,,,,Nord-est,3,,Oui,250 m²,,Oui,,Sud-ouest,Oui,Oui,Oui,Oui,,,,,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,384 m²,,,,,,,,Oui,,,,,2,,,24 m²,15 m²,15 m²,7 m,,7 m,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbp35453,RBP35453,Maison à vendre,575000,Kleine Snikbergstraat 36 C,1700 Dilbeek,Nouveau,,4,13 m²,9 m²,15 m²,178 m²,,,,,,,Super équipée,1,Oui,,Oui,,Double vitrage,,,,,,,,,,Nord-est,3,,Oui,200 m²,,Oui,,Sud-ouest,Oui,Oui,Oui,Oui,,,,,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,310 m²,,,,,,,,Oui,,,,,2,,,24 m²,15 m²,15 m²,7 m,,7 m,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbp35448,RBP35448,Maison à vendre,768000,Kleine Snikbergstraat 36 B,1700 Dilbeek,Nouveau,,3,18 m²,16 m²,13 m²,188 m²,,,,,,,Super équipée,1,Oui,,Oui,,Double vitrage,,,,,,,,,,Nord-est,3,,Oui,550 m²,,Oui,,Sud-ouest,Oui,Oui,Oui,Oui,,,,,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,731 m²,,,,,,,,Oui,,,,,2,,,16 m²,17 m²,16 m²,9 m,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbp35447,RBP35447,Maison à vendre,770000,Kleine Snikbergstraat 36 A,1700 Dilbeek,Nouveau,2024,3,17 m²,14 m²,11 m²,185 m²,,,,,,,Super équipée,1,Oui,,,,Double vitrage,,,,,,,,,,Nord-est,3,,Oui,550 m²,,Oui,,Sud-ouest,Oui,Oui,Oui,Oui,,,,,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,734 m²,,,,,,,,Oui,,,,,2,,,16 m²,17 m²,15 m²,9 m,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbk48013,RBK48013,Appartement à vendre,377375,Ninoofsesteenweg 1030 002,1700 Dilbeek,,,2,,,,110 m²,,,,,,,,1,,,,,Double vitrage,,,,,,Oui,,Non,,,,,Oui,,,Oui,12 m²,,Oui,Oui,Oui,,,,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,Non,,,A l’acte,,,,,,,,2,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbk48012,RBK48012,Appartement à vendre,422500,Marktstraat 58 102,1700 Dilbeek,,2023,3,,,,140 m²,,,,,,,Super équipée,2,,,,,Double vitrage,,,,,,Oui,,Oui,,,,,Oui,,,Oui,30 m²,,Oui,Oui,Oui,,Non,,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,Non,,,A l’acte,,,,,,,1,2,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,48 kWh/an,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbj81403,RBJ81403,Maison à vendre,345000,Schilderkunstlaan 2,1700 Dilbeek,Normal,1948,3,20 m²,11 m²,25 m²,135 m²,,,,,,,,3,,Gaz,,,Double vitrage,,,,,,,,Non,,Sud,2,,,,,Oui,12 m²,Sud,Oui,Oui,Oui,,Non,393 kWh/m²/an,"oui, attestation non conforme",,,,,,,,Information non communiquée,Information non communiquée,Oui,10 m²,Oui,,7 m²,Non,84 m²,,,,Oui,,Non,Oui,Oui,,,,2,3,2,,17 m²,14 m²,7 m²,,,,23/02/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/vbc36961,VBC36961,Appartement à vendre,139000,,1700 Dilbeek,,1960,1,,,,55 m²,,,,,,,,,,Non specifié,,,,,,,,,,,Non,,,3,,,,,,,,,,,,,536 kWh/m²/an,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,20241118-0003449852-RES-1,,,Non,Immédiatement,Non,Oui,Non,Non,Non,Non,1,1,3,,22 m²,,,,,,18/11/2034,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
